id,path,model_name,hyp_text,score,is_best,ref_text
0,32b9505113a0be6.mp3,SeamlessM4T-v2 (HF),"Мая гаспадыня, фрау Залеўскай, дазволіла мне варыць каву ў покой.",92.6829268292683,True,"Мая гаспадыня, фраў Залеўскі, дазволіла мне варыць каву ў пакоі."
1,3a831a4f9604ae1.mp3,SeamlessM4T-v2 (HF),"Тое, што і яна падавала, было занадта слабае, асабліва з пахмелу.",96.66666666666667,True,"Тое, што яна падавала, было занадта слабое, асабліва з пахмелу."
2,352c668ae4d959a.mp3,SeamlessM4T-v2 (HF),На дварэ было свежа і ясна. Абаставіў прымусна лаўку і пачаў шукаць каву.,95.83333333333334,True,На дварэ было свежа і ясна. Я паставіў прымус на лаўку і пачаў шукаць каву.
3,f89a8f1cc3c28b1.mp3,SeamlessM4T-v2 (HF),"Назаўтра была нядзеля. Я позна спаў і прачнуўся, калі прамяні сонца ўпалі мне на ложак.",92.3076923076923,True,"Назаўтра была нядзеля. Я позна спаў і прачнуўся, калі промні сонца ўпалі мне на пасцель."
4,ab1d11e1193cf01.mp3,SeamlessM4T-v2 (HF),Я ўжо два гады жыў у пансіёнаце зарэўскім месца мне падабалася,94.3089430894309,True,Я ўжо два гады жыў у пансіянаце Залеўскі. Месца мне падабалася.
5,c78eabd442a2eba.mp3,SeamlessM4T-v2 (HF),"І спакойнымі вечарамі можна было падумаць, што жывеш у вёсцы.",100.0,True,"І спакойнымі вечарамі можна было падумаць, што жывеш у вёсцы."
6,8eebcc3fa7d0190.mp3,SeamlessM4T-v2 (HF),"Было куды пайсці. Побач дом прафсаюзаў, кафэ Інтэрнацыянал і рэстаран.",99.25925925925925,True,"Было куды пайсці: побач дом прафсаюзаў, кафэ інтэрнацыяналь і рэстаран,"
7,f660c2899bc20c6.mp3,SeamlessM4T-v2 (HF),"Перад домам, акрамя таго, былі старыя могілкі. На іх раслі дрэвы, як у парку.",100.0,True,"Перад домам, акрамя таго, былі старыя могілкі. На іх раслі дрэвы, як у парку."
8,e85807ece509990.mp3,SeamlessM4T-v2 (HF),Але спакойна ставаў вельмі позна.,100.0,True,"Але спакойна ставаў вельмі позна,"
9,8fe96912731dede.mp3,SeamlessM4T-v2 (HF),У скарбонку Фраўзалеўскі могілкі прыносілі надзейны прыбытак.,99.17355371900827,True,У скарбонку фраў Залеўскі могілкі прыносілі надзейны прыбытак.
10,d2e948c2c5e2948.mp3,SeamlessM4T-v2 (HF),"Пры рэкламацыях яна настойвала:  Але па-новаму падумайце толькі,",96.61016949152543,True,"Пры рэкламацыях яна настойвала: але, панове, падумайце толькі,"
11,0147516588f1007.mp3,SeamlessM4T-v2 (HF),Яна хваліла свежае паветра і шырокія далягляды і за гэта брала больш высокую плату.,100.0,True,"Яна хваліла свежае паветра і шырокія далягляды, і за гэта брала больш высокую плату."
12,e79b288084439de.mp3,SeamlessM4T-v2 (HF),Я апранаўся вельмі павольна. Гэта надавала мне адчуванне нядзелі.,100.0,True,Я апранаўся вельмі павольна. Гэта надавала мне адчуванне нядзелі.
13,9402342051b577e.mp3,SeamlessM4T-v2 (HF),"І ўмыўся, пахадзіў па пакоі, пачытаў газету, згатаваў каву.",98.18181818181819,True,"Я ўмыўся, пахадзіў па пакоі, пачытаў газету, згатаваў каву,"
14,c33bdaf8a92f245.mp3,SeamlessM4T-v2 (HF),Паслухаўшы спеў птушак у высокіх дрэвах на могілках...,98.0,True,Паслухаў спеў птушак у высокіх дрэвах на могілках.
